Large Lines,OK,,,,,,,,,
,,,,,,,,,,
Row Labels,Sum of Shipped Quantity,%,Cumul %,Classification,Days on Hand,Daily Demand,Units on Hand,Item Cube,Cube on Hand,Bins Needed
687662,5,0.0%,91.4%,B,5,0,1,0.3125,0.3,1
577304,5,0.0%,91.4%,B,5,0,1,0.292824074,0.3,1
687716,5,0.0%,91.4%,B,5,0,1,0.331665509,0.3,1
618706,5,0.0%,91.4%,B,5,0,1,0.210979167,0.2,1
687743,5,0.0%,91.4%,B,5,0,1,0.34125,0.3,1
502629,5,0.0%,91.4%,B,5,0,1,0.266510417,0.3,1
630016,5,0.0%,91.4%,B,5,0,1,0.321041667,0.3,1
557363,5,0.0%,91.4%,B,5,0,1,0.406140625,0.4,1
487604,5,0.0%,91.4%,B,5,0,1,0.203671296,0.2,1
665019,5,0.0%,91.4%,B,5,0,1,0.37453125,0.4,1
687779,5,0.0%,91.4%,B,5,0,1,0.271435185,0.3,1
492261,5,0.0%,91.4%,B,5,0,1,0.27474537,0.3,1
687786,5,0.0%,91.4%,B,5,0,1,0.280989583,0.3,1
460553,5,0.0%,91.4%,B,5,0,1,0.296796296,0.3,1
491616,5,0.0%,91.4%,B,5,0,1,0.20718287,0.2,1
523521,5,0.0%,91.4%,B,5,0,1,0.088263889,0.1,1
491633,5,0.0%,91.4%,B,5,0,1,0.198703704,0.2,1
665125,5,0.0%,91.4%,B,5,0,1,0.340314815,0.3,1
456229,5,0.0%,91.4%,B,5,0,1,0.372685185,0.4,1
577316,5,0.0%,91.4%,B,5,0,1,0.410243056,0.4,1
522736,5,0.0%,91.4%,B,5,0,1,0.051625,0.0,1
577325,5,0.0%,91.4%,B,5,0,1,0.413194444,0.4,1
453877,5,0.0%,91.4%,B,5,0,1,0.25625,0.2,1
665132,5,0.0%,91.4%,B,5,0,1,0.192592593,0.2,1
630794,5,0.0%,91.4%,B,5,0,1,0.273523148,0.3,1
560250,5,0.0%,91.4%,B,5,0,1,0.44503125,0.4,1
630817,5,0.0%,91.4%,B,5,0,1,0.331665509,0.3,1
589326,5,0.0%,91.4%,B,5,0,1,0.270569444,0.3,1
456929,5,0.0%,91.4%,B,5,0,1,0.30375,0.3,1
665420,5,0.0%,91.4%,B,5,0,1,0.222415509,0.2,1
631197,5,0.0%,91.4%,B,5,0,1,0.271435185,0.3,1
560284,5,0.0%,91.4%,B,5,0,1,0.300168981,0.3,1
631234,5,0.0%,91.4%,B,5,0,1,0.336615741,0.3,1
560329,5,0.0%,91.4%,B,5,0,1,0.302589699,0.3,1
456937,5,0.0%,91.4%,B,5,0,1,0.296633102,0.3,1
488173,5,0.0%,91.4%,B,5,0,1,0.202651042,0.2,1
456947,5,0.0%,91.4%,B,5,0,1,0.362622685,0.3,1
621132,5,0.0%,91.4%,B,5,0,1,0.36959838,0.4,1
473559,5,0.0%,91.4%,B,5,0,1,0.2603125,0.3,1
512657,5,0.0%,91.4%,B,5,0,1,0.491987847,0.5,1
605506,5,0.0%,91.4%,B,5,0,1,0.28246875,0.3,1
479983,5,0.0%,91.4%,B,5,0,1,0.406140625,0.4,1
688482,5,0.0%,91.4%,B,5,0,1,0.336194444,0.3,1
467900,5,0.0%,91.4%,B,5,0,1,0.27474537,0.3,1
504819,5,0.0%,91.4%,B,5,0,1,0.111015625,0.1,1
446709,5,0.0%,91.4%,B,5,0,1,0.377423611,0.4,1
504835,5,0.0%,91.4%,B,5,0,1,0.056372685,0.1,1
386773,5,0.0%,91.4%,B,5,0,1,0.106741898,0.1,1
399573,5,0.0%,91.4%,B,5,0,1,0.2701875,0.3,1
331896,5,0.0%,91.4%,B,5,0,1,0.304765625,0.3,1
404309,5,0.0%,91.4%,B,5,0,1,0.272109375,0.3,1
436527,5,0.0%,91.4%,B,5,0,1,0.434152199,0.4,1
354657,5,0.0%,91.4%,B,5,0,1,0.259722222,0.2,1
391791,5,0.0%,91.4%,B,5,0,1,0.27421875,0.3,1
311569,5,0.0%,91.4%,B,5,0,1,0.159476852,0.2,1
332035,5,0.0%,91.4%,B,5,0,1,0.268125,0.3,1
310752,5,0.0%,91.4%,B,5,0,1,0.282333333,0.3,1
435557,5,0.0%,91.4%,B,5,0,1,0.075111111,0.1,1
391886,5,0.0%,91.5%,B,5,0,1,0.031461806,0.0,1
402198,5,0.0%,91.5%,B,5,0,1,0.360590278,0.3,1
388056,5,0.0%,91.5%,B,5,0,1,0.279739583,0.3,1
223484,5,0.0%,91.5%,B,5,0,1,0.258125,0.2,1
347902,5,0.0%,91.5%,B,5,0,1,0.235277778,0.2,1
360210,5,0.0%,91.5%,B,5,0,1,0.272708333,0.3,1
340729,5,0.0%,91.5%,B,5,0,1,0.329190394,0.3,1
373170,5,0.0%,91.5%,B,5,0,1,0.355222222,0.3,1
319133,5,0.0%,91.5%,B,5,0,1,0.470190972,0.5,1
271373,5,0.0%,91.5%,B,5,0,1,0.271435185,0.3,1
254522,5,0.0%,91.5%,B,5,0,1,0.450666667,0.4,1
375023,5,0.0%,91.5%,B,5,0,1,0.291574074,0.3,1
292315,5,0.0%,91.5%,B,5,0,1,0.272109375,0.3,1
236061,5,0.0%,91.5%,B,5,0,1,0.306914352,0.3,1
276388,5,0.0%,91.5%,B,5,0,1,0.338954861,0.3,1
313764,5,0.0%,91.5%,B,5,0,1,0.2660625,0.3,1
223517,5,0.0%,91.5%,B,5,0,1,0.306555556,0.3,1
438071,5,0.0%,91.5%,B,5,0,1,0.205427083,0.2,1
268392,5,0.0%,91.5%,B,5,0,1,0.230489583,0.2,1
379597,5,0.0%,91.5%,B,5,0,1,0.220375,0.2,1
342423,5,0.0%,91.5%,B,5,0,1,0.27546875,0.3,1
374663,5,0.0%,91.5%,B,5,0,1,0.339888889,0.3,1
391984,5,0.0%,91.5%,B,5,0,1,0.321041667,0.3,1
221019,5,0.0%,91.5%,B,5,0,1,0.277604167,0.3,1
406056,5,0.0%,91.5%,B,5,0,1,0.093519097,0.1,1
213524,5,0.0%,91.5%,B,5,0,1,0.306555556,0.3,1
406058,5,0.0%,91.5%,B,5,0,1,0.086362269,0.1,1
430775,5,0.0%,91.5%,B,5,0,1,0.253319444,0.2,1
276396,5,0.0%,91.5%,B,5,0,1,0.329190394,0.3,1
310637,5,0.0%,91.5%,B,5,0,1,0.361448495,0.3,1
323317,5,0.0%,91.5%,B,5,0,1,0.273523148,0.3,1
220313,5,0.0%,91.5%,B,5,0,1,0.293125,0.3,1
388084,5,0.0%,91.5%,B,5,0,1,0.276858796,0.3,1
397425,5,0.0%,91.5%,B,5,0,1,0.321041667,0.3,1
273286,5,0.0%,91.5%,B,5,0,1,0.232380787,0.2,1
373663,5,0.0%,91.5%,B,5,0,1,0.22844213,0.2,1
341657,5,0.0%,91.5%,B,5,0,1,0.259722222,0.2,1
320139,5,0.0%,91.5%,B,5,0,1,0.364467593,0.4,1
334000,5,0.0%,91.5%,B,5,0,1,0.229930556,0.2,1
435776,5,0.0%,91.5%,B,5,0,1,0.128090278,0.1,1
384955,5,0.0%,91.5%,B,5,0,1,0.338722222,0.3,1
296841,5,0.0%,91.5%,B,5,0,1,0.241898148,0.2,1
326104,5,0.0%,91.5%,B,5,0,1,0.26203125,0.3,1
384451,5,0.0%,91.5%,B,5,0,1,0.222415509,0.2,1
337901,5,0.0%,91.5%,B,5,0,1,0.27421875,0.3,1
437544,5,0.0%,91.5%,B,5,0,1,0.113567708,0.1,1
369049,5,0.0%,91.5%,B,5,0,1,0.268125,0.3,1
308629,5,0.0%,91.5%,B,5,0,1,0.269347222,0.3,1
363125,5,0.0%,91.5%,B,5,0,1,0.285694444,0.3,1
379510,5,0.0%,91.5%,B,5,0,1,0.247270833,0.2,1
406398,5,0.0%,91.5%,B,5,0,1,0.341979167,0.3,1
321069,5,0.0%,91.5%,B,5,0,1,0.362622685,0.3,1
392166,5,0.0%,91.5%,B,5,0,1,0.432465278,0.4,1
441849,5,0.0%,91.5%,B,5,0,1,0.4435625,0.4,1
313026,5,0.0%,91.5%,B,5,0,1,0.325572917,0.3,1
233376,5,0.0%,91.5%,B,5,0,1,0.113333333,0.1,1
326220,5,0.0%,91.5%,B,5,0,1,0.374447338,0.4,1
345081,5,0.0%,91.5%,B,5,0,1,0.330348958,0.3,1
369062,5,0.0%,91.5%,B,5,0,1,0.205427083,0.2,1
227046,5,0.0%,91.5%,B,5,0,1,0.327962963,0.3,1
338241,5,0.0%,91.5%,B,5,0,1,0.222415509,0.2,1
371707,5,0.0%,91.5%,B,5,0,1,0.175135417,0.2,1
406711,5,0.0%,91.5%,B,5,0,1,0.279739583,0.3,1
278401,5,0.0%,91.5%,B,5,0,1,0.362944444,0.3,1
406725,5,0.0%,91.5%,B,5,0,1,0.338722222,0.3,1
375809,5,0.0%,91.5%,B,5,0,1,0.211458333,0.2,1
271115,5,0.0%,91.5%,B,5,0,1,0.22287037,0.2,1
387541,5,0.0%,91.5%,B,5,0,1,0.089260417,0.1,1
406765,5,0.0%,91.5%,B,5,0,1,0.277604167,0.3,1
430947,5,0.0%,91.5%,B,5,0,1,0.312925926,0.3,1
243356,5,0.0%,91.5%,B,5,0,1,0.303206019,0.3,1
331964,5,0.0%,91.5%,B,5,0,1,0.279739583,0.3,1
316539,5,0.0%,91.5%,B,5,0,1,0.228537037,0.2,1
213535,5,0.0%,91.5%,B,5,0,1,0.31294213,0.3,1
330403,5,0.0%,91.5%,B,5,0,1,0.27421875,0.3,1
332145,5,0.0%,91.5%,B,5,0,1,0.281875,0.3,1
271123,5,0.0%,91.5%,B,5,0,1,0.225689815,0.2,1
220317,5,0.0%,91.5%,B,5,0,1,0.327962963,0.3,1
392383,5,0.0%,91.5%,B,5,0,1,0.366564236,0.4,1
397165,5,0.0%,91.5%,B,5,0,1,0.31023206,0.3,1
254586,5,0.0%,91.5%,B,5,0,1,0.414256944,0.4,1
390602,5,0.0%,91.5%,B,5,0,1,0.331665509,0.3,1
276523,5,0.0%,91.5%,B,5,0,1,0.27421875,0.3,1
332349,5,0.0%,91.5%,B,5,0,1,0.369201389,0.4,1
406845,5,0.0%,91.5%,B,5,0,1,0.088074074,0.1,1
367146,5,0.0%,91.5%,B,5,0,1,0.372685185,0.4,1
276524,5,0.0%,91.5%,B,5,0,1,0.329190394,0.3,1
401487,5,0.0%,91.5%,B,5,0,1,0.109739583,0.1,1
363213,5,0.0%,91.5%,B,5,0,1,0.255393519,0.2,1
387608,5,0.0%,91.5%,B,5,0,1,0.157378472,0.2,1
363666,5,0.0%,91.5%,B,5,0,1,0.331665509,0.3,1
348255,5,0.0%,91.5%,B,5,0,1,0.1515625,0.1,1
222712,5,0.0%,91.5%,B,5,0,1,0.306555556,0.3,1
320256,5,0.0%,91.5%,B,5,0,1,0.32175,0.3,1
406933,5,0.0%,91.5%,B,5,0,1,0.055222222,0.1,1
373780,5,0.0%,91.5%,B,5,0,1,0.2701875,0.3,1
347905,5,0.0%,91.5%,B,5,0,1,0.255393519,0.2,1
335456,5,0.0%,91.5%,B,5,0,1,0.29521875,0.3,1
227364,5,0.0%,91.5%,B,5,0,1,0.277604167,0.3,1
318932,5,0.0%,91.5%,B,5,0,1,0.280989583,0.3,1
375623,5,0.0%,91.5%,B,5,0,1,0.278055556,0.3,1
390874,5,0.0%,91.5%,B,5,0,1,0.328020833,0.3,1
379807,5,0.0%,91.5%,B,5,0,1,0.188296875,0.2,1
268181,5,0.0%,91.5%,B,5,0,1,0.304765625,0.3,1
392546,5,0.0%,91.5%,B,5,0,1,0.268125,0.3,1
337248,5,0.0%,91.5%,B,5,0,1,0.190125,0.2,1
392548,5,0.0%,91.5%,B,5,0,1,0.268125,0.3,1
437837,5,0.0%,91.5%,B,5,0,1,0.331277778,0.3,1
319785,5,0.0%,91.5%,B,5,0,1,0.266435764,0.3,1
373892,5,0.0%,91.5%,B,5,0,1,0.283151042,0.3,1
326355,5,0.0%,91.5%,B,5,0,1,0.360978009,0.3,1
379502,5,0.0%,91.5%,B,5,0,1,0.252890625,0.2,1
386796,5,0.0%,91.5%,B,5,0,1,0.191649306,0.2,1
332876,5,0.0%,91.5%,B,5,0,1,0.286145833,0.3,1
379814,5,0.0%,91.5%,B,5,0,1,0.255052083,0.2,1
315028,5,0.0%,91.5%,B,5,0,1,0.153695602,0.1,1
407548,5,0.0%,91.5%,B,5,0,1,0.271435185,0.3,1
316381,5,0.0%,91.5%,B,5,0,1,0.361448495,0.3,1
268446,5,0.0%,91.5%,B,5,0,1,0.230489583,0.2,1
354221,5,0.0%,91.5%,B,5,0,1,0.441203125,0.4,1
335603,5,0.0%,91.5%,B,5,0,1,0.329190394,0.3,1
441869,5,0.0%,91.5%,B,5,0,1,0.353916667,0.3,1
392606,5,0.0%,91.5%,B,5,0,1,0.28246875,0.3,1
344478,5,0.0%,91.5%,B,5,0,1,0.277277778,0.3,1
392631,5,0.0%,91.5%,B,5,0,1,0.27421875,0.3,1
374504,5,0.0%,91.5%,B,5,0,1,0.215104167,0.2,1
315722,5,0.0%,91.5%,B,5,0,1,0.273333333,0.3,1
442255,5,0.0%,91.5%,B,5,0,1,0.432465278,0.4,1
379829,5,0.0%,91.5%,B,5,0,1,0.153181713,0.1,1
442447,5,0.0%,91.5%,B,5,0,1,0.376736111,0.4,1
379839,5,0.0%,91.5%,B,5,0,1,0.190125,0.2,1
338841,5,0.0%,91.5%,B,5,0,1,0.2889375,0.3,1
392633,5,0.0%,91.5%,B,5,0,1,0.268125,0.3,1
331729,5,0.0%,91.5%,B,5,0,1,0.287233796,0.3,1
342541,5,0.0%,91.5%,B,5,0,1,0.4376875,0.4,1
371704,5,0.0%,91.5%,B,5,0,1,0.176493056,0.2,1
379849,5,0.0%,91.5%,B,5,0,1,0.188296875,0.2,1
278382,5,0.0%,91.5%,B,5,0,1,0.325726852,0.3,1
377445,5,0.0%,91.5%,B,5,0,1,0.136865741,0.1,1
225261,5,0.0%,91.5%,B,5,0,1,0.303111111,0.3,1
312336,5,0.0%,91.5%,B,5,0,1,0.271435185,0.3,1
271362,5,0.0%,91.5%,B,5,0,1,0.203125,0.2,1
379854,5,0.0%,91.5%,B,5,0,1,0.254114583,0.2,1
366835,5,0.0%,91.5%,B,5,0,1,0.276858796,0.3,1
326367,5,0.0%,91.5%,B,5,0,1,0.392939815,0.4,1
366836,5,0.0%,91.5%,B,5,0,1,0.3378125,0.3,1
409344,5,0.0%,91.5%,B,5,0,1,0.272109375,0.3,1
389900,5,0.0%,91.5%,B,5,0,1,0.225555556,0.2,1
409366,5,0.0%,91.5%,B,5,0,1,0.329190394,0.3,1
295874,5,0.0%,91.5%,B,5,0,1,0.274625,0.3,1
314321,5,0.0%,91.5%,B,5,0,1,0.260587963,0.3,1
308355,5,0.0%,91.5%,B,5,0,1,0.27421875,0.3,1
379863,5,0.0%,91.5%,B,5,0,1,0.260719907,0.3,1
225835,5,0.0%,91.5%,B,5,0,1,0.354512731,0.3,1
348365,5,0.0%,91.5%,B,5,0,1,0.252388889,0.2,1
373184,5,0.0%,91.5%,B,5,0,1,0.364331597,0.4,1
392661,5,0.0%,91.5%,B,5,0,1,0.26203125,0.3,1
431124,5,0.0%,91.5%,B,5,0,1,0.319763889,0.3,1
273372,5,0.0%,91.5%,B,5,0,1,0.29521875,0.3,1
396492,5,0.0%,91.5%,B,5,0,1,0.326333333,0.3,1
364296,5,0.0%,91.5%,B,5,0,1,0.181203704,0.2,1
373498,5,0.0%,91.5%,B,5,0,1,0.155280093,0.1,1
392704,5,0.0%,91.5%,B,5,0,1,0.360333333,0.3,1
389916,5,0.0%,91.5%,B,5,0,1,0.2603125,0.3,1
379870,5,0.0%,91.5%,B,5,0,1,0.189583333,0.2,1
356947,5,0.0%,91.5%,B,5,0,1,0.216990741,0.2,1
364909,5,0.0%,91.5%,B,5,0,1,0.485720486,0.5,1
226336,5,0.0%,91.5%,B,5,0,1,0.27546875,0.3,1
410087,5,0.0%,91.5%,B,5,0,1,0.190972222,0.2,1
386626,5,0.0%,91.5%,B,5,0,1,0.254527778,0.2,1
273382,5,0.0%,91.5%,B,5,0,1,0.3075,0.3,1
314842,5,0.0%,91.5%,B,5,0,1,0.250930556,0.2,1
410350,5,0.0%,91.5%,B,5,0,1,0.338954861,0.3,1
357374,5,0.0%,91.5%,B,5,0,1,0.109253472,0.1,1
330493,5,0.0%,91.5%,B,5,0,1,0.45177662,0.4,1
397539,5,0.0%,91.5%,B,5,0,1,0.324376157,0.3,1
230867,5,0.0%,91.5%,B,5,0,1,0.3125,0.3,1
318888,5,0.0%,91.5%,B,5,0,1,0.2104375,0.2,1
379877,5,0.0%,91.5%,B,5,0,1,0.187777778,0.2,1
316849,5,0.0%,91.5%,B,5,0,1,0.325572917,0.3,1
330670,5,0.0%,91.5%,B,5,0,1,0.268125,0.3,1
433285,5,0.0%,91.5%,B,5,0,1,0.253319444,0.2,1
410643,5,0.0%,91.5%,B,5,0,1,0.133615741,0.1,1
367132,5,0.0%,91.5%,B,5,0,1,0.375347222,0.4,1
410647,5,0.0%,91.5%,B,5,0,1,0.178569444,0.2,1
313217,5,0.0%,91.5%,B,5,0,1,0.272109375,0.3,1
410679,5,0.0%,91.5%,B,5,0,1,0.132538194,0.1,1
279330,5,0.0%,91.5%,B,5,0,1,0.326796875,0.3,1
358776,5,0.0%,91.5%,B,5,0,1,0.109253472,0.1,1
252889,5,0.0%,91.5%,B,5,0,1,0.279739583,0.3,1
392721,5,0.0%,91.5%,B,5,0,1,0.254527778,0.2,1
233466,5,0.0%,91.5%,B,5,0,1,0.476546296,0.5,1
392724,5,0.0%,91.5%,B,5,0,1,0.257213542,0.2,1
342125,5,0.0%,91.6%,B,5,0,1,0.431238426,0.4,1
380429,5,0.0%,91.6%,B,5,0,1,0.271435185,0.3,1
401630,5,0.0%,91.6%,B,5,0,1,0.425012153,0.4,1
326379,5,0.0%,91.6%,B,5,0,1,0.378388889,0.4,1
335089,5,0.0%,91.6%,B,5,0,1,0.419791667,0.4,1
235335,5,0.0%,91.6%,B,5,0,1,0.396253472,0.4,1
316941,5,0.0%,91.6%,B,5,0,1,0.25025,0.2,1
348239,5,0.0%,91.6%,B,5,0,1,0.129973958,0.1,1
329044,5,0.0%,91.6%,B,5,0,1,0.315861111,0.3,1
313771,5,0.0%,91.6%,B,5,0,1,0.227256944,0.2,1
373779,5,0.0%,91.6%,B,5,0,1,0.269347222,0.3,1
265671,5,0.0%,91.6%,B,5,0,1,0.3325,0.3,1
367455,5,0.0%,91.6%,B,5,0,1,0.208203125,0.2,1
230868,5,0.0%,91.6%,B,5,0,1,0.297748264,0.3,1
320820,5,0.0%,91.6%,B,5,0,1,0.27421875,0.3,1
380451,5,0.0%,91.6%,B,5,0,1,0.157378472,0.2,1
235323,5,0.0%,91.6%,B,5,0,1,0.362055556,0.3,1
415697,5,0.0%,91.6%,B,5,0,1,0.335310185,0.3,1
436539,5,0.0%,91.6%,B,5,0,1,0.280194444,0.3,1
416026,5,0.0%,91.6%,B,5,0,1,0.1515625,0.1,1
342156,5,0.0%,91.6%,B,5,0,1,0.259722222,0.2,1
232811,5,0.0%,91.6%,B,5,0,1,0.277604167,0.3,1
373806,5,0.0%,91.6%,B,5,0,1,0.219829282,0.2,1
388600,5,0.0%,91.6%,B,5,0,1,0.090826389,0.1,1
341257,5,0.0%,91.6%,B,5,0,1,0.254114583,0.2,1
416176,5,0.0%,91.6%,B,5,0,1,0.108463542,0.1,1
310715,5,0.0%,91.6%,B,5,0,1,0.339170139,0.3,1
393115,5,0.0%,91.6%,B,5,0,1,0.29521875,0.3,1
437285,5,0.0%,91.6%,B,5,0,1,0.072722222,0.1,1
416178,5,0.0%,91.6%,B,5,0,1,0.1365625,0.1,1
344400,5,0.0%,91.6%,B,5,0,1,0.222415509,0.2,1
255485,5,0.0%,91.6%,B,5,0,1,0.372164352,0.4,1
344402,5,0.0%,91.6%,B,5,0,1,0.216990741,0.2,1
330718,5,0.0%,91.6%,B,5,0,1,0.372685185,0.4,1
437797,5,0.0%,91.6%,B,5,0,1,0.185972222,0.2,1
418048,5,0.0%,91.6%,B,5,0,1,0.336194444,0.3,1
384494,5,0.0%,91.6%,B,5,0,1,0.300168981,0.3,1
306548,5,0.0%,91.6%,B,5,0,1,0.121954861,0.1,1
289216,5,0.0%,91.6%,B,5,0,1,0.336194444,0.3,1
308211,5,0.0%,91.6%,B,5,0,1,0.27546875,0.3,1
384541,5,0.0%,91.6%,B,5,0,1,0.187777778,0.2,1
380460,5,0.0%,91.6%,B,5,0,1,0.160590278,0.2,1
335226,5,0.0%,91.6%,B,5,0,1,0.4376875,0.4,1
393221,5,0.0%,91.6%,B,5,0,1,0.222415509,0.2,1
312372,5,0.0%,91.6%,B,5,0,1,0.27421875,0.3,1
393223,5,0.0%,91.6%,B,5,0,1,0.254527778,0.2,1
440926,5,0.0%,91.6%,B,5,0,1,0.29925,0.3,1
273398,5,0.0%,91.6%,B,5,0,1,0.335310185,0.3,1
335076,5,0.0%,91.6%,B,5,0,1,0.331665509,0.3,1
335470,5,0.0%,91.6%,B,5,0,1,0.277604167,0.3,1
441439,5,0.0%,91.6%,B,5,0,1,0.331665509,0.3,1
335207,5,0.0%,91.6%,B,5,0,1,0.429582176,0.4,1
321055,5,0.0%,91.6%,B,5,0,1,0.370023148,0.4,1
354694,5,0.0%,91.6%,B,5,0,1,0.128576389,0.1,1
441692,5,0.0%,91.6%,B,5,0,1,0.283151042,0.3,1
420613,5,0.0%,91.6%,B,5,0,1,0.057194444,0.1,1
402974,5,0.0%,91.6%,B,5,0,1,0.203671296,0.2,1
330731,5,0.0%,91.6%,B,5,0,1,0.440625,0.4,1
403234,5,0.0%,91.6%,B,5,0,1,0.2701875,0.3,1
268560,5,0.0%,91.6%,B,5,0,1,0.266875,0.3,1
441826,5,0.0%,91.6%,B,5,0,1,0.380138889,0.4,1
393241,5,0.0%,91.6%,B,5,0,1,0.190125,0.2,1
348226,5,0.0%,91.6%,B,5,0,1,0.124902778,0.1,1
380477,5,0.0%,91.6%,B,5,0,1,0.226496528,0.2,1
344472,5,0.0%,91.6%,B,5,0,1,0.216990741,0.2,1
326405,5,0.0%,91.6%,B,5,0,1,0.366805556,0.4,1
391599,5,0.0%,91.6%,B,5,0,1,0.430444444,0.4,1
354280,5,0.0%,91.6%,B,5,0,1,0.155280093,0.1,1
226449,5,0.0%,91.6%,B,5,0,1,0.334140625,0.3,1
421573,5,0.0%,91.6%,B,5,0,1,0.28246875,0.3,1
314628,5,0.0%,91.6%,B,5,0,1,0.225001736,0.2,1
370280,5,0.0%,91.6%,B,5,0,1,0.188333333,0.2,1
228201,5,0.0%,91.6%,B,5,0,1,0.306555556,0.3,1
315753,5,0.0%,91.6%,B,5,0,1,0.271435185,0.3,1
374672,5,0.0%,91.6%,B,5,0,1,0.384837963,0.4,1
386443,5,0.0%,91.6%,B,5,0,1,0.369201389,0.4,1
322308,5,0.0%,91.6%,B,5,0,1,0.26875,0.3,1
278296,5,0.0%,91.6%,B,5,0,1,0.271435185,0.3,1
384758,5,0.0%,91.6%,B,5,0,1,0.158984375,0.2,1
421599,5,0.0%,91.6%,B,5,0,1,0.342444444,0.3,1
367882,5,0.0%,91.6%,B,5,0,1,0.275611111,0.3,1
334484,5,0.0%,91.6%,B,5,0,1,0.2701875,0.3,1
226836,5,0.0%,91.6%,B,5,0,1,0.353378472,0.3,1
421619,5,0.0%,91.6%,B,5,0,1,0.380138889,0.4,1
376217,5,0.0%,91.6%,B,5,0,1,0.209982639,0.2,1
393412,5,0.0%,91.6%,B,5,0,1,0.226472801,0.2,1
391801,5,0.0%,91.6%,B,5,0,1,0.29521875,0.3,1
365833,5,0.0%,91.6%,B,5,0,1,0.296633102,0.3,1
374856,5,0.0%,91.6%,B,5,0,1,0.297993056,0.3,1
422144,5,0.0%,91.6%,B,5,0,1,0.33375,0.3,1
395277,5,0.0%,91.6%,B,5,0,1,0.419791667,0.4,1
393447,5,0.0%,91.6%,B,5,0,1,0.268125,0.3,1
395280,5,0.0%,91.6%,B,5,0,1,0.488444444,0.5,1
422154,5,0.0%,91.6%,B,5,0,1,0.208203125,0.2,1
356943,5,0.0%,91.6%,B,5,0,1,0.280194444,0.3,1
393578,5,0.0%,91.6%,B,5,0,1,0.264814815,0.3,1
314832,5,0.0%,91.6%,B,5,0,1,0.183287037,0.2,1
295071,5,0.0%,91.6%,B,5,0,1,0.212782407,0.2,1
271309,5,0.0%,91.6%,B,5,0,1,0.362622685,0.3,1
380585,5,0.0%,91.6%,B,5,0,1,0.27474537,0.3,1
386601,5,0.0%,91.6%,B,5,0,1,0.183886574,0.2,1
422444,5,0.0%,91.6%,B,5,0,1,0.27546875,0.3,1
316071,5,0.0%,91.6%,B,5,0,1,0.208203125,0.2,1
422470,5,0.0%,91.6%,B,5,0,1,0.281875,0.3,1
336233,5,0.0%,91.6%,B,5,0,1,0.338722222,0.3,1
380629,5,0.0%,91.6%,B,5,0,1,0.331665509,0.3,1
366830,5,0.0%,91.6%,B,5,0,1,0.268125,0.3,1
422519,5,0.0%,91.6%,B,5,0,1,0.286145833,0.3,1
376225,5,0.0%,91.6%,B,5,0,1,0.331277778,0.3,1
422524,5,0.0%,91.6%,B,5,0,1,0.442708333,0.4,1
331892,5,0.0%,91.6%,B,5,0,1,0.29521875,0.3,1
422529,5,0.0%,91.6%,B,5,0,1,0.396430556,0.4,1
213529,5,0.0%,91.6%,B,5,0,1,0.306555556,0.3,1
422546,5,0.0%,91.6%,B,5,0,1,0.380138889,0.4,1
269568,5,0.0%,91.6%,B,5,0,1,0.229201389,0.2,1
422555,5,0.0%,91.6%,B,5,0,1,0.368634259,0.4,1
312351,5,0.0%,91.6%,B,5,0,1,0.2701875,0.3,1
393588,5,0.0%,91.6%,B,5,0,1,0.29521875,0.3,1
225753,5,0.0%,91.6%,B,5,0,1,0.353378472,0.3,1
386905,5,0.0%,91.6%,B,5,0,1,0.297916667,0.3,1
334010,5,0.0%,91.6%,B,5,0,1,0.2701875,0.3,1
422643,5,0.0%,91.6%,B,5,0,1,0.3375,0.3,1
338603,5,0.0%,91.6%,B,5,0,1,0.227587963,0.2,1
422659,5,0.0%,91.6%,B,5,0,1,0.372685185,0.4,1
366845,5,0.0%,91.6%,B,5,0,1,0.086555556,0.1,1
422667,5,0.0%,91.6%,B,5,0,1,0.326951389,0.3,1
225802,5,0.0%,91.6%,B,5,0,1,0.386444444,0.4,1
212058,5,0.0%,91.6%,B,5,0,1,0.262423611,0.3,1
265722,5,0.0%,91.6%,B,5,0,1,0.362622685,0.3,1
315770,5,0.0%,91.6%,B,5,0,1,0.27421875,0.3,1
331928,5,0.0%,91.6%,B,5,0,1,0.339888889,0.3,1
422797,5,0.0%,91.6%,B,5,0,1,0.372685185,0.4,1
331931,5,0.0%,91.6%,B,5,0,1,0.345,0.3,1
393673,5,0.0%,91.6%,B,5,0,1,0.335310185,0.3,1
373199,5,0.0%,91.6%,B,5,0,1,0.260061921,0.3,1
388987,5,0.0%,91.6%,B,5,0,1,0.157378472,0.2,1
343893,5,0.0%,91.6%,B,5,0,1,0.285694444,0.3,1
334487,5,0.0%,91.6%,B,5,0,1,0.277604167,0.3,1
396185,5,0.0%,91.6%,B,5,0,1,0.368634259,0.4,1
312339,5,0.0%,91.6%,B,5,0,1,0.277604167,0.3,1
376484,5,0.0%,91.6%,B,5,0,1,0.197407407,0.2,1
314655,5,0.0%,91.6%,B,5,0,1,0.270833333,0.3,1
335394,5,0.0%,91.6%,B,5,0,1,0.3378125,0.3,1
370384,5,0.0%,91.6%,B,5,0,1,0.244502315,0.2,1
373500,5,0.0%,91.6%,B,5,0,1,0.18525,0.2,1
223966,5,0.0%,91.6%,B,5,0,1,0.325572917,0.3,1
213539,5,0.0%,91.6%,B,5,0,1,0.300168981,0.3,1
